place_id,place_name,rating,total_number_of_ratings,price_level,address,city,zip_code
ChIJGU2UmKUsDogRCsUZ2VgZxas,heaven on seven,4.5,762,2,111 n wabash ave,chicago,60602
ChIJ06HcwMYsDogRciJJ_hBJdIA,my thai,4,300,2,555 w madison st,chicago,60661
ChIJP1c3iLklDogRVvIT43aZf3I,kfc,3.7,399,1,10200 s halsted st,chicago,60628
ChIJZ5BuhrQsDogRdChmZ3uRFn4,al's beef,4.4,1105,1,169 w ontario st,chicago,60654-3713
ChIJS7Y-r6MsDogR5ZyDK9uNU_I,subway,4,58,1,60 e jackson blvd,chicago,60604
ChIJCUAFhd_RD4gRgCqVKXZoOuw,karahi,4,391,2,2658 w devon ave,chicago,60659
ChIJyWsEI0HTD4gR1SCaouRoWUg,1959 kitchen & bar,4.3,96,1,230 w north ave 2nd floor,chicago,60610
ChIJBSF0G7DTD4gRXGj76_889iQ,bistro 750,4.1,33,2,750 w cornelia ave,chicago,60657
ChIJd1CWcmIsDogRzMcyqWEsAlI,jue wei ya ba wang,nan,nan,nan,2002 s wentworth ave,chicago,60616
ChIJY4KmmFq2D4gRcR3zy4L9Bqc,chili's grill & bar,4.1,794,2,7140 mannheim rd,rosemont,60018
ChIJJxcKBrYsDogRwQoVizevDwQ,3 greens market,4.6,632,2,354 w hubbard st,chicago,60654
ChIJoecy38vTD4gRfkQLKsyoHRQ,hunan egg roll king,4.3,100,1,4204 n broadway,chicago,60613-1610
ChIJzXoJuBFFQogR7FJ_GsUh9jo,canteen food services co,1,1,nan,857 floyd dr,lexington,40505-3615
ChIJ978yrBnTD4gRRu5g9ZGCV9w,blue door farm stand,4.4,359,2,2010 n halsted st,chicago,60614-4409
ChIJ_cEf8YcsDogRpxqDTJoE5T4,the burger point,4.7,910,2,1900 s state st,chicago,60616-1613
ChIJ_W5zmkXLD4gR_Ug6RnPuOrI,sarpino’s pizzeria,3.1,139,nan,6526 w north ave,chicago,60707
ChIJ6aciAJLLD4gRBCvgtc-KUrc,magic jug,4.5,160,2,6354 w irving park rd,chicago,60634-2405
ChIJ--eTTcQ2DogRo5eiOpT5-po,obbie's pizza,4.4,204,1,6654 w archer ave #2420,chicago,60638
ChIJ6VFe-QMwDogRcj93P6FtkWo,krispy's seafood & chicken,3.6,179,1,8255 s kedzie ave,chicago,60652-3328
ChIJe6mz0a7TD4gRhhb1Vg7_b88,kanela breakfast club,3.8,451,2,3231 n clark st,chicago,60657-2172
ChIJk1_wbMYsDogRetsg_ee9jLE,ch distillery and cocktail bar,4.5,344,2,564 w randolph st ste 1e,chicago,60661
ChIJD-SV4bPND4gR063pywjIujI,mi linda costa chica,5,13,nan,5344 w fullerton ave,chicago,60639
ChIJZ6I4cUbBwoAR-4KgU2qoOs0,fun ol' cakes,5,2,nan,2621 hyperion ave,los angeles,90027
ChIJNw7T8n8tDogREym6Pn1RRQM,hello jasmine,4.8,17,nan,500 w madison st,chicago,60661
ChIJgbK35wI7DogR-T0SD18qyIA,la dona y la jefa restaurant,1,1,nan,10653 s pulaski rd,chicago,60655
ChIJ5c6av9wxDogRkWIN2Zkiw1U,jessie's place,4.6,23,nan,3304 w 55th st,chicago,60632-3209
ChIJfW_zyUjTD4gRJ6Z1G1L558Q,sarpino’s pizzeria,3.6,136,2,158 w division st,chicago,60610
ChIJdzGKS28xDogREShdanQUJYs,l & m hot dogs,4.5,206,1,5125 w 47th st,chicago,60638-2003
ChIJvzNN1YAtDogRbHGSSBJ_qC8,fiesta tapatia restaurant,4.4,140,1,2752 w cermak rd,chicago,60608
ChIJy1w-FtosDogRKGBXuEUhF1g,sweetgreen,4.4,168,1,1000 w randolph st,chicago,60607
ChIJ3wnqbiI7DogROMFXtvJa86E,wise guy's pizza,4.2,75,2,3822 w 111th st,chicago,60655
ChIJeeVLLWIsDogRWX2ckOwWT9c,dongpo impression,4.1,90,2,228 w cermak rd,chicago,60616
ChIJ6d40ggbTD4gRxgxa8rzj2Us,turkitch - turkish kitchen,4.7,165,nan,565 w diversey pkwy,chicago,60614
ChIJZ3P7xXjRD4gR-3GFmkT5qbk,pizzeria aroma,4.5,244,2,5350 n broadway,chicago,60640
ChIJ65HG0moKxkcRZp9fmLC4qOw,hwa won,4.4,186,2,nederhoven 13,1083 am,amsterdam
ChIJrVLaXKfTD4gR-CY58LfU_6s,nancy's pizza,4.3,97,2,2930 n broadway,chicago,60657-5302
ChIJS3IP0BfND4gRHQ_WNAitfn8,saborcito ecuatoriano,4.8,40,nan,3536 w lawrence ave,chicago,60625
ChIJ880iwR4uDogRBNDA4Qerh7Y,asador express,5,3,nan,2755 w 51st st,chicago,60632
ChIJs9oYVErQD4gRRRWLH27eMvc,ethiopian diamond ii,4.3,159,2,6120 n broadway,chicago,60660
ChIJkQT6kAe2D4gR52GlJt1dD0A,hilton chicago o'hare airport,3.9,3151,nan,10000 w o'hare ave,chicago,60666
ChIJlSSOrzPTD4gRYQLggORZ5Nk,urban nomads barbecue restaurant,4.9,33,nan,2439 n clark st,chicago,60614
ChIJ2yVkxio3DogR848HqQc-sJ8,vince's restaurant & pizzeria,4.3,320,1,6217 w 63rd st,chicago,60638-5009
ChIJr7g8WeXND4gRmKj_z_-JQuQ,noon o kabab,4.5,1659,2,4701 n kedzie ave,chicago,60625
ChIJR5DxnMcsDogRqmrr9_b6L-U,cafe 100-eurest dining services,nan,nan,nan,100 n riverside plz #,chicago,60606-1559
ChIJ2TDFk5LND4gRqvBmCXoBUGo,el caballo loco,3.8,62,nan,4024 n kedzie ave,chicago,60618-2416
ChIJxUm_k6MsDogR4gWZQwCWW8A,russian tea time (closed for renovations through december),4.5,548,3,77 e adams st,chicago,60603
ChIJ5fbcv6bTD4gR8V-9H26FL5o,little wok,4.4,169,2,3144 n broadway,chicago,60657
ChIJk3gcow3TD4gRG-uhUeIa1BE,the galway arms,4.3,391,2,2442 n clark st,chicago,60614
ChIJZ_cQOgzOD4gRxTqiz8EHp2w,booill restaurant,3.9,53,nan,3346 w bryn mawr ave,chicago,60659
ChIJsxhF-80sDogRLLzNkOUORZ4,piccolo sogno,4.5,843,3,464 n halsted st,chicago,60642
ChIJmbFO2ufND4gRqa31NA_fDBk,salud sports bar,4.8,13,nan,5219 w diversey ave,chicago,60639
ChIJJTTb8LEsDogRCbELjhuqyck,o'callaghan's,4.3,699,1,29 w hubbard st,chicago,60654-5660
ChIJl9Sr1KbRD4gR8InPPighH1k,aloha pokē co.,4.1,8,nan,6462 n sheridan rd,chicago,60626
ChIJ65Od-7ksDogR3-gsRtKPXwM,pierogi heaven,4.5,546,1,169 n wells st,chicago,60606-3506
ChIJ_a1TVZPSD4gRmJbJ3qTX_Pk,the bristol,4.5,426,3,2152 n damen ave,chicago,60647
ChIJzdqccU4pDogRiYZ3JDmRNdo,chicago commons - adult day services and headquarters,4.1,35,nan,515 e 50th st,chicago,60615
ChIJici8qWgsDogRuoxl5U7xq7g,ricobene's,4.6,4474,nan,252 w 26th st,chicago,60616
ChIJY5GN9zYsDogRwpcAjIbMoaE,the polo inn,4.7,188,2,3322 s morgan st,chicago,60608
ChIJndKRkb_LD4gRt62ttWXJRe4,autumn green at wright campus,4.1,27,nan,4239 n oak park ave,chicago,60634
ChIJb-43ASEsDogRDirqZQWbpH8,tnt pizza & beef,4.5,69,1,601 w root st,chicago,60609-2631
ChIJRWXt7M3TD4gRbukwBZkiIgg,wabi sabi rotary,4.4,383,2,4521 n sheridan rd,chicago,60640
ChIJbeFnysEsDogR3o3Zwiu0a9U,beggars pizza,4.2,896,2,310 s clinton st,chicago,60661-5713
ChIJP6qb2xUtDogRx0DwB95-udE,monnie burke's,4.5,335,nan,1163 w 18th st,chicago,60608
ChIJI9OuAcsoDogRamvrpdaK8xI,margarita's pizzeria ii,3.8,463,1,346 e 75th st,chicago,60619-2240
ChIJUfauivkwDogRZnwYzolJ5-Y,great philly steak,4.1,7,nan,7601 s cicero ave,chicago,60652
ChIJERfUwFHTD4gRTr5OE34ncp8,the original pancake house,4.6,1153,2,22 e bellevue pl,chicago,60611-1111
ChIJ019IIerND4gRLqthJix30lQ,tacontento,4.4,67,nan,3500 w montrose ave,chicago,60618
ChIJozdsLcLRD4gRZwKyhOCk7oM,lahore food & grill,4.3,243,nan,2116 w devon ave,chicago,60659-2106
ChIJW_l52W0pDogR1gQ1ii4ByfU,boston market,4,309,1,1424 e 53rd st unit 28,chicago,60615
ChIJH_JILP8xDogR72yCPl4L6rQ,paco's tacos,4.5,1378,1,4311 s archer ave,chicago,60632
ChIJSVK527zRD4gRQAoRCPLu0uw,vpt grill,4.3,263,2,5754 n western ave,chicago,60659
ChIJwwW13k3SD4gRuIF558E20eo,d'agostino's pizza and pub wrigleyville,4.3,526,2,1351 w addison st,chicago,60613
ChIJD6kLt9LSD4gRzKzGaMJU2Fk,healthy and simple juices,4.8,63,1,815 n ashland ave,chicago,60622-5102
ChIJ00KvtLwsDogR3GNih9CYiQs,the berghoff restaurant,4.4,2720,2,17 w adams st,chicago,60603
ChIJ_zaikk7TD4gRwJG-K7XfmYc,sunny side up,4.4,98,nan,1028 n clark st,chicago,60610
ChIJjxTOCacyDogRctC1MQNHnLI,al's under the l,4.4,594,1,2908 w lake st,chicago,60612
ChIJq91VvE_TD4gRJkW2rlxWEAU,starbucks,4,258,2,39 w division st,chicago,60610
ChIJrSF3oq_TD4gRHHI98yklwec,rollapalooza,4.7,225,2,3344 n halsted st,chicago,60657-9417
ChIJHduiysjTD4gRkyGtysnhzzM,kaybee's indian flavor,4.1,86,nan,1234 n halsted st,chicago,60642
ChIJg15m3msnDogRqi7FSXLIn8E,los tres amigos #2,4.3,331,nan,3335 e 106th st,chicago,60617
ChIJPYY-gRswDogReJwsuH3Y9F8,burger king,3.3,460,1,3220 w columbus ave,chicago,60652
ChIJEWd-1GMsDogR_8abGQLeCF4,sakura karaoke bar,4.1,280,2,234 w cermak rd,chicago,60616
ChIJ822WimbLD4gRJ_my4hZ1h2w,carrucel paleteria,4.4,17,nan,6317 w grand ave,chicago,60639-2615
ChIJK7j-lCstDogRg2mZSv4BWNo,nini's deli,4.9,698,1,543 n noble st,chicago,60642
ChIJkZnnZAXTD4gR020a5szCsrI,taco & burrito palace,4.7,190,1,2459 n halsted st,chicago,60614-2403
ChIJUyG552nND4gRRlsKLCRkGD4,tacos garcia,4.2,178,1,3327 w armitage ave,chicago,60647
ChIJIxNlKOrND4gR1xbIL-TBHyM,am thai restaurant,3.5,43,nan,3254 w montrose ave,chicago,60618-1224
ChIJ3ZZfzGLMD4gR7TSKPq8_kQs,mather’s—more than a café,4.7,83,nan,3235 n central ave,chicago,60634-4311
ChIJedVCmAAtDogRr8Y1yE6xCcU,la michoacana premium,4.5,813,1,1855 s blue island ave,chicago,60608
ChIJDfZ_vU9fwokRE8gKU8nV-co,z & zs,nan,nan,nan,1817 25th rd,astoria,11102
ChIJAyZwF3_ND4gRUe08UUQOIQU,el tezcal authentic restaurant,4.9,66,nan,4305 n kedzie ave,chicago,60618
ChIJ8xJp-HYyDogRaZ7jj2qszdI,aramark correctional services,3,2,nan,2700 s california ave,chicago,60608
ChIJDW9qhx_TD4gRBzPLz3TqOm0,inner ecology custom herbal formulary,nan,nan,nan,3257 n sheffield ave,chicago,60657
ChIJD6_k154tDogRalvNt0q9RUg,la michoacana premium,4.5,47,nan,2150 w cermak rd,chicago,60608
ChIJg4UHfnguDogR3to9HP2mk2c,vista hermosa mexican restaurant,4.4,138,2,2147 s california ave,chicago,60608
ChIJNXGrNSYpDogRFGwhqQoKOjY,king soul food gallery,4.3,24,nan,8103 s cottage grove ave,chicago,60619
ChIJV9dEp_oxDogRReUr4rPrCE4,la haciendita taquería restaurant,4.2,464,2,3322 w 47th st,chicago,60632-2915
ChIJwfbTSETND4gRnsPXRT5JA84,san juan bakery,4.4,210,1,3335 w north ave,chicago,60647-4901
ChIJPWy_xJkxDogRgjzFq6sEpJg,el kaporal restaurant,4.5,73,nan,5078 s archer ave,chicago,60632
ChIJkVsvz8stDogRD4xz-eAzEOI,city tap fulton market,4.3,94,nan,850 w fulton market,chicago,60607
ChIJ_6AJ6aTTD4gR9j7OU5KU_Cs,milt's barbecue for the perplexed,4.5,449,2,3411 n broadway,chicago,60657
ChIJo7WIWFYtDogRWDf-8QFdTQk,riccardo osteria - italian restaurant in west loop chicago,4.3,66,nan,1023 w lake st,chicago,60607
ChIJA1S9vrIsDogRTnKD4X-5p6c,starbucks,4,113,2,30 w erie st,chicago,60654
ChIJE0JfK3MpDogROSxzFBYHt-k,thai 55 restaurant,3.5,266,2,1607 e 55th st,chicago,60615-5803
ChIJr7S1560sDogRdLKYXw1TBA4,star of siam,4.2,1116,1,11 e illinois st #1,chicago,60611
ChIJqepMS8YsDogRD4q8eZSx1q4,wood fire counter,3.5,19,nan,131 n clinton st #29,chicago,60661-1507
ChIJWVbE77koDogR1S4MRHQ7LDY,reggio's pizza inc.,nan,nan,nan,chicago,60619
ChIJ3e_t_1crDogRI4rZtpc8-uQ,minghin cuisine,4.4,847,2,333 e benton pl #300,chicago,60601
ChIJkRRW9FbND4gR0VDEPItfPBg,charly's burgers,4.9,63,1,2320 n cicero ave,chicago,60639
ChIJVUpBx5jSD4gRYmMbZiWygvY,90 miles cuban cafe,4.4,2046,2,2540 w armitage ave,chicago,60647-4341
ChIJ3wjIoZrSD4gRiX7XjhCzY6c,fullerton restaurant,4.3,207,1,2400 w fullerton ave,chicago,60647
ChIJUw5Anu7ND4gRS4h8SSM61og,el velero de nayarit restaurant,3.9,24,nan,3300 w montrose ave,chicago,60618-1206
ChIJw3ZkzB_TD4gRF_L_s90iBEQ,tripoli tavern,4.4,114,1,1147 w armitage ave,chicago,60614-4103
ChIJWZdY3rwzDogRxOHlwGfkt-4,mi taqueria ochoa,3.4,172,1,2413 s laramie ave,cicero,60804
ChIJ299b6ILRD4gRd-8wRMbHjAY,taquería uptown,4.1,221,1,1144 w bryn mawr ave,chicago,60660-4410
ChIJMVYGbHMxDogR6rIvYmIYCrc,beggars pizza,4.1,571,2,5133 s cicero ave,chicago,60632
ChIJ37gaSeXTD4gR4G_7yDPUKME,galit,4.7,146,nan,2429 n lincoln ave,chicago,60614
ChIJA_p3uHItDogRE_G7MTNLpEo,kids wonderland,4.4,30,nan,2028 s michigan ave,chicago,60616
ChIJJRSU06DRD4gR6bsQjPLTq8M,subway,3,26,1,6449 n sheridan rd,chicago,60626-5309
ChIJFyZnb6XND4gRt8gU8RqEGgY,las cuatro perlas,4.6,7,nan,3300 w montrose ave,chicago,60618
ChIJydqe4RXOD4gRSFxrDDvX7Sk,toledo restaurant,4.3,40,nan,6251 mccormick blvd suite b & c,chicago,60659
ChIJV_-Ag1UrDogRp8OtPd32h0o,streeterville pizzeria & tap,4.1,154,2,355 e ohio st,chicago,60611
ChIJrze1LlgrDogRS833SRJQtYU,"radisson blu aqua hotel, chicago",4.5,1549,nan,221 n columbus dr,chicago,60601
ChIJO4xQeJ7RD4gR1JGLoo6kJ8I,little corner restaurant,4.4,391,1,5937 n broadway,chicago,60660
ChIJHQxITcYsDogRvBdFmkaA0Cs,aloha poke co.,3.1,185,2,131 n clinton st,chicago,60661
ChIJqTW1-33MD4gRmB9ayPeDGj8,polish house,4.7,167,1,5753 w belmont ave,chicago,60634-5211
ChIJy3XJ0OU2DogRw1Xl_b2oz1s,beefy's,4.5,485,1,5749 harlem ave,chicago,60638-3107
ChIJcwPif67TD4gR41ZjBwVW9S4,cassava empanadas,4.8,55,1,3929 n central park ave,chicago,60618
ChIJyaHT-7IsDogRlR1H3X3yiP4,hard rock cafe,4.4,2486,2,63 w ontario st,chicago,60654
ChIJu3JTqaUsDogRRultWIL6O4w,pittsfield cafe,4.3,587,1,55 e washington st,chicago,60602
ChIJ84BFk8AsDogRVp6EnK1XITU,robinson's no. 1 ribs,3.4,73,nan,225 s canal st,chicago,60606
ChIJo4oOM6fJD4gRKvFKYNNgnrQ,don juan restaurante,4.1,235,2,6730 n northwest hwy,chicago,60631
ChIJE7E8suXND4gRftwdg-HTqVE,great sea restaurant,4.3,646,2,3253 w lawrence ave,chicago,60625
ChIJmW_oP0HTD4gRay05dgqNhBg,adobo grill,4.3,345,2,215 w north ave,chicago,60610-1224
ChIJz_qRb6vTD4gRr6iqv1ZZzmg,ukai sushi,4.5,152,2,1059 w belmont ave,chicago,60657
ChIJYSXCARctDogRv4uUB68wjCA,room 500,5,1,nan,1725 w harrison st ste 500,chicago,60612
ChIJJQkIchrTD4gRSfCMIfFUMQ8,starbucks,4.1,110,2,2200 n halsted st,chicago,60614
ChIJPQsH6lcoDogRbMyVxKkvhFw,taste of chicago 2,3.7,77,nan,1912 e 71st st,chicago,60649-2006
ChIJg2Hd8BrND4gRh2PSOS6BijE,el asadero colombiano,4.4,238,nan,4800 n central ave,chicago,60630
ChIJdUmsLvgtDogRxUZPUGhL_t8,cafe 7,3,2,nan,chicago,60612
ChIJ5cSZYBTSD4gRGLm1MMzC1Mg,kitsune restaurant and pub,4.5,145,3,4229 n lincoln ave,chicago,60618-2901
ChIJiy698YswDogRwhAoaS8wafs,sbarro,3.9,18,1,7601 s cicero ave,chicago,60652
ChIJmceNcmIsDogR50e8FZ2uw4g,snack planet corporation,4.5,32,1,2002 s wentworth ave,chicago,60616
ChIJB124pWzTD4gR2iXvhs7wYeY,riccardo enoteca,4.5,116,2,2116 n clark st,chicago,60614-4614
ChIJ-XQv-q0sDogRxM3jDNmGbfk,snickers bar & grill,3.9,715,1,448 n state st,chicago,60654
ChIJpyKhVD0KXUAR7PG3saQ1UgI,lc pho restaurant,4.5,152,1,2739 w lawrence ave,chicago,60625-3703
ChIJS9wcW7DLD4gRYXLj1N2yZWI,the brewery,4,78,1,3848 n harlem ave,chicago,60634-2216
ChIJ-01xzAfTD4gRkE1mnH0JjyE,select cut steak house,4.4,208,2,2808 n halsted st,chicago,60657
ChIJZe7Am7bRD4gRu9zmwT0s2Ls,tamales lo mejor de guerrero,4.1,194,nan,7024 n clark st,chicago,60626-2406
ChIJ6z5a_KvTD4gRHdSiXi6GRLU,cheesie's pub & grub lakeview,4.5,1453,1,958 w belmont ave,chicago,60657-4438
ChIJRWsDboIoDogRAazVC_SowpE,bj's market & bakery,3.7,604,2,8734 s stony island ave,chicago,60617-2708
ChIJtV2jEHLMD4gRKBFR_ZQOFp4,de mucho gusto taqueria,3.8,128,1,5606 w irving park rd,chicago,60634
ChIJwyIaIKTTD4gRcX9pFeztVbY,brazilian bowl grill,4.3,519,1,3204 n broadway,chicago,60657
ChIJs_Lj24gwDogRlNTGXiRIdXA,arby's,4,704,1,7807 s cicero ave,chicago,60652
ChIJ9VC6AeLRD4gR1qaOb8Ezq_w,pride sushi and thai,4.5,210,1,2706 w peterson ave,chicago,60659
ChIJa90eykjTD4gRvpPqfsZxKDE,crushed pizzeria,4.8,32,nan,1607 w montrose ave,chicago,60613
ChIJT9Js7RbOD4gRcpMtV_NXTTk,starbucks,4.2,343,2,6075 n lincoln ave,chicago,60659
ChIJj90Z0FItDogRSHAXnID2wa4,split-rail,4.5,237,2,2500 w chicago ave,chicago,60622-4515
ChIJh8HZ2cnSD4gRTH6nqjWyRaw,fatpour tap works - wicker park,4.2,752,2,2005 w division st,chicago,60622
ChIJa5PmZ28sDogRjeohSYst2dk,dim sum house,4,16,nan,2610 s wentworth ave,chicago,60616-3640
ChIJcbTgY2LND4gRsMWqXjgrs98,"the chicago diner, logan square",4.7,1929,2,2333 n milwaukee ave,chicago,60647-2924
ChIJ15Q11q7TD4gRji_UypGSsiY,royal indian grill,4.2,123,2,3223 n clark st,chicago,60657
ChIJhUKposnTD4gRrBzPhmSIOY0,luella's gospel bird,4.4,62,nan,2009 n damen ave,chicago,60647
ChIJffP14gXTD4gRN1kaKBdE17g,tandoor char house,4.3,499,2,2652 n halsted st,chicago,60614
ChIJu9vXkbXTD4gRv3JmsWtNvq4,holiday club,4.3,549,1,4000 n sheridan rd,chicago,60613-2005
ChIJ-RCi4R3OD4gRY7G4sN4_Y_4,wolfy's,4.5,934,1,2734 w peterson ave,chicago,60659-3926
ChIJPdmpl0XPD4gRMzBa-Ng6pvc,delhi spice,3.9,29,nan,2657 w devon ave,chicago,60659
ChIJXy7F4UTTD4gRv0yJogDjZeQ,racquet club of chicago,4.7,30,nan,1365 n dearborn st,chicago,60610-3104
ChIJf21zkq7TD4gRFx97xuNQsr4,bites asian kitchen + bar,4.4,279,2,3313 n clark st,chicago,60657-1603
ChIJJSiZHjvTD4gReqtT_0APLCw,kings dining & entertainment,4.2,519,2,1500 n clybourn ave,chicago,60610
ChIJa5PmZ28sDogRjeohSYst2dk,dim sum house,4,16,nan,2610 s wentworth ave,chicago,60616-3640
ChIJwWdsugfTD4gRtcPd4rnD-kQ,stone creek coffee - belmont ave,4.7,96,1,939 w belmont ave,chicago,60657
ChIJzckPKMY1aocRRzD34RnAA6M,wake n' bacon,4.5,116,2,78415 us-40 unit 200e,winter park,80482
ChIJxZoJsGDSD4gRoeZQf2b_iqc,man-jo-vin's,4.2,61,nan,3224 n damen ave,chicago,60618-6331
ChIJud67RoUvDogRWY8Zem-iYVs,hap's grill,5,6,nan,6859 s loomis blvd,chicago,60636
ChIJfQDvnIArDogRaDapzLc3u9s,hyatt regency mc cormick place,4.4,4943,nan,2233 s martin luther king dr,chicago,60616-9985
ChIJUVpDI_AsDogRu2KGlsyzeko,la taberna tapas on halsted,4.2,154,2,1301 s halsted st,chicago,60607
ChIJQ5hYC_HSD4gRMBU5I5r_D2w,augie's,4.5,136,1,1721 w wrightwood ave,chicago,60614-8240
ChIJT57A3iHND4gRhk0SEEajfDg,rica arepa venezuelan restaurant,4.7,506,1,4253 w armitage ave,chicago,60639
ChIJrQ1jAAjND4gRnfAaLW6j7nY,papa romeo's pizza,2.6,47,3,4359 n pulaski rd,chicago,60641
ChIJm49UT9fTD4gR6YWqnUKhgFQ,dutch & doc's,4.2,180,nan,3600 n clark st,chicago,60613
ChIJg0m6HCPSD4gRy-A2FA0iwiQ,band of bohemia,4.6,396,3,4710 n ravenswood ave,chicago,60640
ChIJq6q64ATTD4gRRl1DJ-eSfqM,dog haus biergarten lincoln park,4.5,355,2,2464 n lincoln ave,chicago,60614
ChIJJQBZ2d3SD4gRPm10TwoPkEc,handcut foods,4.3,9,nan,1441 w willow st,chicago,60642-1525
ChIJiy698YswDogR9njA1vsCoE0,smokehouse at ford city,4.4,14,nan,7601 s cicero ave # 1328,chicago,60652-1087
ChIJJQBZ2d3SD4gRPm10TwoPkEc,handcut foods,4.3,9,nan,1441 w willow st,chicago,60642-1525
ChIJJWa-hxstDogRZypPiwbyhtI,chilango mexican street food,4.5,729,1,1437 w taylor st ste 1,chicago,60607
ChIJTbyRkGIsDogR_cp3WYm94Rk,meet fresh 鲜芋仙,3.8,593,2,2026 s clark st,chicago,60616
ChIJzcvlKaLTD4gRODo15yQwHoU,bridget mcneills bar & kitchen,4.3,89,2,420 w belmont ave,chicago,60657-4787
ChIJgZ8I733MD4gRNY4T3DAfjfE,el gordo restaurant,4.2,855,2,5746 w belmont ave,chicago,60634
ChIJs6EE-g7OD4gRFREHwNRZu3A,art zone gallery cafe,4.5,13,nan,3238 w bryn mawr ave,chicago,60659-3606
ChIJI-dugdstDogRu5EEIhCmLFY,grant park bistro,4.2,54,nan,800 s michigan ave,chicago,60605
ChIJGzvOQ_rmEYgRyt93B6QrdSw,set 'em up,4.3,363,nan,135 n broad st,griffith,46319-2218
ChIJdRY-qScpDogRRkYbKYDXfH4,jj & atomic sub,3.9,58,1,6458 s cottage grove ave,chicago,60637-3512
ChIJH0APTGkvDogRRfAWg28pwJo,jamaican jerk villa,4.2,834,2,737 w 79th st,chicago,60620-2423
ChIJJcgHt0zTD4gRRkM5vLTMgu8,centennial crafted beer & eatery,4.5,357,2,733 n lasalle dr,chicago,60654-5023
ChIJsbWvhVPTD4gRPnw31WNfPcw,auntie anne's,3.9,47,1,845 n michigan ave spc 704,chicago,60611
ChIJmzLVO_AsDogRrstzoBcYZF4,bracket room,3.7,292,2,1315 s halsted st,chicago,60607
ChIJR_bIrrYoDogRuVb91LgsRYo,josephine's southern cooking,3.9,286,2,436 e 79th st,chicago,60619-2820
ChIJQaMwp1XTD4gRLwq4OgyGqkI,wildberry pancakes and cafe,4.7,1394,2,196 e pearson st,chicago,60611-2101
ChIJwzyiVkbMD4gRJhQh9tK9Bz4,portage theater,3.5,218,nan,4050 n milwaukee ave,chicago,60641-1833
ChIJc66w7QDTD4gRBHEVdfdMSAw,aster hall,4.4,188,nan,900 n michigan ave,chicago,60611
ChIJP_vXSSDOD4gRJtZE1qUzd-M,tel-aviv kosher pizza,4.3,259,1,6349 n california ave,chicago,60659
ChIJf2PGNAXTD4gRyEtyvCdXxQg,chicago's dog house,4.5,400,1,816 w fullerton ave,chicago,60614
ChIJD0mx0MYsDogRXc159ExRWLQ,five guys,4.3,339,2,22 s clinton st,chicago,60661-3400
ChIJrxnNrjQtDogR5md_Heq1g0k,alba's restaurant,4.6,62,nan,1825 w chicago ave,chicago,60622-5513
ChIJPd5vnEkvDogRr76YIZ_TURY,jerk taco man,3.9,967,1,7723 s state st,chicago,60619
ChIJKzkTy8AsDogRv4FifGL4zvw,specialty's café & bakery,4.1,74,2,525 w monroe st,chicago,60661
ChIJ-643wSLTD4gRa3PDmf6O6Dg,vinci restaurant,4.5,115,2,1732 n halsted st,chicago,60614
ChIJQ9ZDJlrSD4gR76bh_rZRW1Y,thai thank you,4.6,72,1,3248 n lincoln ave,chicago,60657
ChIJpTp7k6bTD4gR8InnpPnmR0Q,kitchen 17,4.6,501,2,3132 n broadway,chicago,60657
ChIJGz39TW7ND4gR_apb6Ds31rQ,casa yari,4.7,188,nan,3268 w fullerton ave,chicago,60647-2563
ChIJKz9g6gAtDogRhZ_1aJ_EiE0,la casa del pueblo inc.,4.3,415,nan,1810 s blue island ave,chicago,60608-3098
ChIJz6FKVu8tDogRiID3A6oPuZ8,lindy's chili & gertie's ice cream,3.8,256,1,3685 s archer ave,chicago,60609
ChIJ32DSZ4fND4gRB3prrtAhr3c,cafe tola #2,4.5,378,1,3324 n california ave,chicago,60618
ChIJHyCGqKk6DogRqOqPIer7Unw,lawrence's fish & shrimp,4.1,798,2,3242 w 87th st,chicago,60652
ChIJAekyZ_3ID4gRq1JgjJFU47Q,chicken inn,4.7,110,1,7536 n milwaukee ave,chicago,60631-4444
ChIJgQp7qXrMD4gRiIm2Q-EQe6U,"trattoria porretta ristorante, pizzeria, and catering",4.6,291,2,3656 n central ave,chicago,60634
ChIJL71T8K0sDogRUY9njEkS42M,kimpton hotel palomar chicago,4.5,1021,3,505 n state st,chicago,60654
ChIJzaOs6rMuDogR-Ym0VmwktuY,say grace restaurant group inc.,nan,nan,nan,111 e 51st st,chicago,60615-2106
ChIJiT2x31PTD4gRPml2cCfCQJk,doc b's restaurant + bar (gold coast),4.5,633,2,100 e walton st,chicago,60611
ChIJQ5h3kYDND4gReObI9eWmayk,bulldog bakery,2.5,4,nan,3207 n elston ave,chicago,60618-5827
ChIJ4TOUHSvSD4gRkHGUDZaqyBA,pho viet,4.5,274,1,4941 n broadway,chicago,60640
ChIJJTE6nCYpDogR4c2mGOnK6b0,daley's restaurant,4.3,1301,1,6257 s cottage grove ave,chicago,60637
ChIJVXoRlqktDogRIAXowdd4ieQ,taqueria sabor y sazon,4.6,165,1,2018 s blue island ave,chicago,60608
ChIJm3JUZJktDogRgsEyXFsH99M,兴隆小吃 better gourmet,3,2,nan,2002 s wentworth ave,chicago,60616
ChIJd2h2KMEsDogRn_wKyhi8oFo,nino’s famous chicken fingers,3.7,34,nan,115 s clinton st,chicago,60661
